title,genres,prediction
Running Scared (2006),Action|Crime|Thriller,4.58301084503257
"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,4.582525833306175
Midway (1976),Drama|War,4.582465846540926
Crimson Tide (1995),Drama|Thriller|War,4.582270237862556
Earth (2007),Documentary,4.582254788744489
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,4.582124492153862
Superman/Batman: Apocalypse (2010),Animation,4.581825079272289
Fallen (1998),Crime|Drama|Fantasy|Thriller,4.581515746546082
Point Break (1991),Action|Crime|Thriller,4.581258063479019
"Ugly, Dirty and Bad (Brutti sporchi e cattivi) (1976)",Comedy|Drama,4.579962581632951
Anchorman: The Legend of Ron Burgundy (2004),Comedy,4.5795106245440955
Poolhall Junkies (2002),Comedy|Drama|Thriller,4.579200353136784
3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western,4.578926013345755
"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller,4.578785643698915
Shoot 'Em Up (2007),Action|Comedy|Crime,4.578534992951289
Layer Cake (2004),Crime|Drama|Thriller,4.5781203210273045
"Gamers, The: Dorkness Rising (2008)",Action|Adventure|Comedy|Fantasy,4.577697090181137
In China They Eat Dogs (I Kina spiser de hunde) (1999),Action|Comedy,4.577612769619092
Conspiracy (2001),Drama|War,4.577582673161169
Jackie Brown (1997),Crime|Drama|Thriller,4.577548996273775
Lone Wolf and Cub: Baby Cart in Peril (Kozure Ôkami: Oya no kokoro ko no kokoro) (1972),Action,4.5774323940478965
"Proposition, The (2005)",Crime|Drama|Western,4.577220858287058
Pearl Jam Twenty (2011),Documentary|Musical,4.5766073275930745
Street Kings (2008),Crime|Drama|Thriller,4.576317722151634
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War,4.576095107845865
"Devil's Rejects, The (2005)",Action|Crime|Horror,4.576019476104106
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),Action|Sci-Fi,4.575785513904135
"Ax, The (couperet, Le) (2005)",Comedy|Crime,4.574786409152927
Drag Me to Hell (2009),Comedy|Horror,4.574702450408489
"Mechanic, The (2011)",Action|Drama|Thriller,4.574226046410601
Afro Samurai: Resurrection (2009),Animation,4.574052206306938
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action|Drama|War,4.573832287643064
Cool Hand Luke (1967),Drama,4.573723487747059
Road to Perdition (2002),Crime|Drama,4.572258082836019
"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,4.57222157069558
Pain & Gain (2013),Action|Comedy|Crime,4.57049626344483
"Wrong Guy, The (1997)",Comedy|Romance|Thriller,4.570333447225
Toy Story of Terror (2013),Animation|Children|Comedy,4.570198451601883
"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",Action|Adventure|Animation|Children|Comedy|Fantasy,4.569885852530259
Deliverance (1972),Adventure|Drama|Thriller,4.569184946749131
Tremors (1990),Comedy|Horror|Sci-Fi,4.568559539846496
Zach Galifianakis: Live at the Purple Onion (2006),Comedy|Documentary,4.5685393965833
True Romance (1993),Crime|Thriller,4.568394842966956
Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery,4.567785370550951
"Enforcer, The (1951)",Crime|Drama|Film-Noir,4.566711473799292
Street Fight (2005),Documentary,4.566630153048077
Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),Action|Crime,4.566492568771571
Lone Wolf and Cub: Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru) (1972),Action|Crime,4.566035883310622
Sound City (2013),Documentary,4.565152693092265
"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,4.565067178997336
"Man from Earth, The (2007)",Drama|Sci-Fi,4.565040849386827
Louis Theroux: Law & Disorder (2008),Documentary,4.564973843229621
"Bittersweet Life, A (Dalkomhan insaeng) (2005)",Action|Crime|Drama,4.563585069524654
Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng) (1993),Action|Adventure|Comedy|Drama,4.56339725132988
Find Me Guilty (2006),Comedy|Crime|Drama,4.563007475267778
War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,4.5626340408747375
23 (23 - Nichts ist so wie es scheint) (1998),Drama|Thriller,4.561946367199946
Airplane! (1980),Comedy,4.561569939304657
Any Given Sunday (1999),Drama,4.561179562768255
Kiss of the Dragon (2001),Action,4.560908195568551
El Dorado (1966),Western,4.560051585702319
Drunken Master (Jui kuen) (1978),Action|Comedy,4.559727457013398
Deterrence (1999),Drama|Thriller,4.559263209314051
Africa: The Serengeti (1994),Documentary|IMAX,4.558957944207848
Yojimbo (1961),Action|Adventure,4.558645568755269
Kingdom of Heaven (2005),Action|Drama|Romance|War,4.558596076207743
"Magnificent Seven, The (1960)",Adventure|Western,4.558219042805521
Exam (2009),Mystery|Thriller,4.557413945805969
Cape Fear (1962),Crime|Drama|Thriller,4.556754035470645
Summer Wars (Samâ wôzu) (2009),Adventure|Animation|Comedy|Sci-Fi,4.5564140592093105
Mother (Madeo) (2009),Crime|Drama|Mystery|Thriller,4.556275717706739
Papillon (1973),Crime|Drama,4.556120229949297
To Live and Die in L.A. (1985),Action|Crime|Drama|Thriller,4.555824399762111
Goon (2011),Comedy|Drama,4.555635268641694
Django (1966),Western,4.555047884284124
Inglorious Bastards (Quel maledetto treno blindato) (1978),Action|Adventure|Drama|War,4.554248410606757
"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,4.553256932429026
"Expendables 2, The (2012)",Action|Adventure,4.551740744889132
Rambo III (1988),Action|Adventure|Thriller|War,4.55124932442786
Carlos (2010),Crime|Drama|Thriller,4.550598751522623
Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi,4.550543518645936
Kiss Me Deadly (1955),Film-Noir,4.550510447576986
Munich (2005),Action|Crime|Drama|Thriller,4.550281654429908
Cape Fear (1991),Thriller,4.549982027307185
Castaway on the Moon (Kimssi pyoryugi) (2009),Comedy|Drama|Romance,4.549274938320394
Rhyme & Reason (1997),Documentary,4.549146808684324
Wall Street (1987),Drama,4.5490288194465265
Space Odyssey: Voyage to the Planets (2004),Documentary|Drama|Sci-Fi,4.548989890169508
Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,4.548371783182361
"Pixar Story, The (2007)",Documentary,4.5481195797986285
"Brief History of Time, A (1991)",Documentary,4.5480621653416495
Live and Let Die (1973),Action|Adventure|Thriller,4.547559574020132
Flipped (2010),Comedy|Drama|Romance,4.547172570572322
"Green Butchers, The (Grønne slagtere, De) (2003)",Comedy|Crime|Drama|Romance,4.546080635306062
Team America: World Police (2004),Action|Adventure|Animation|Comedy,4.545730620343884
"13th Warrior, The (1999)",Action|Adventure|Fantasy,4.545568446553344
Gattaca (1997),Drama|Sci-Fi|Thriller,4.545336337968784
"Roaring Twenties, The (1939)",Crime|Drama|Thriller,4.545328346311466
Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller,4.544254643015149
"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,4.543835103669439
Earthlings (2006),Documentary,4.543403466657147
Simon (2004),Comedy|Drama,4.543137072454824
Death Note (2006),Adventure|Crime|Drama|Horror|Mystery,4.5424661952381875
House of 1000 Corpses (2003),Horror,4.542262389362406
Gone Baby Gone (2007),Crime|Drama|Mystery,4.541895533553221
Rescue Dawn (2006),Action|Adventure|Drama|War,4.541035394885703
9/11 (2002),Documentary,4.540577121384095
Under Siege (1992),Action|Drama|Thriller,4.540190425084363
Beau Geste (1939),Action|Adventure|Drama|War,4.5390959126878885
Kung Fu Hustle (Gong fu) (2004),Action|Comedy,4.5390113582066585
"Guide to Recognizing Your Saints, A (2006)",Crime|Drama,4.538478040129647
Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,4.53844058952878
Nuremberg (2000),Drama|War,4.538138667027241
Futurama: Bender's Game (2008),Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,4.537206441096873
I Stand Alone (Seul contre tous) (1998),Drama|Thriller,4.536898218417138
Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy,4.536496366931944
Clash of the Titans (1981),Action|Adventure|Fantasy|Romance,4.5360380345960305
It's Such a Beautiful Day (2012),Animation|Comedy|Drama|Fantasy|Sci-Fi,4.53578594339955
Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,4.534587398775673
Lone Wolf and Cub: Baby Cart to Hades (Kozure Ôkami: Shinikazeni mukau ubaguruma) (1972),Action|Drama,4.532784459109319
"Dead Zone, The (1983)",Thriller,4.532784056917087
Babylon 5: A Call to Arms (1999),Adventure|Sci-Fi,4.532729171242988
Musa the Warrior (Musa) (2001),Action|Adventure|Drama|War,4.5326248279009125
Three Kings (1999),Action|Adventure|Comedy|Drama|War,4.5321886232095965
Vanishing Point (1971),Action|Drama,4.532001037889293
Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,4.531953070068065
Prince of Darkness (1987),Fantasy|Horror|Sci-Fi|Thriller,4.5318855241665235
"Colour of Magic, The (Terry Pratchett's The Colour of Magic) (2008)",Adventure|Comedy|Fantasy,4.531783191464454
Citizen X (1995),Crime|Drama|Thriller,4.531120358979543
Valkyrie (2008),Drama|Thriller|War,4.530997131704529
"Immigrant, The (1917)",Comedy,4.530736443908317
Harakiri (Seppuku) (1962),Drama,4.530163122913234
Mr. Brooks (2007),Crime|Drama|Thriller,4.529983363435531
Memories (Memorîzu) (1995),Animation|Fantasy|Sci-Fi|Thriller,4.52942293514947
"Punisher, The (2004)",Action|Crime|Thriller,4.529384194509583
"Memphis Belle: A Story of a Flying Fortress, The (1944)",Documentary|War,4.529285505828814
13 Tzameti (2005),Film-Noir|Thriller,4.528908724607353
Redbelt (2008),Action|Drama,4.528887931583161
Sniper (1993),Action|Drama,4.528800741490777
"Duck, You Sucker (a.k.a. Fistful of Dynamite, A) (Giù la testa) (1971)",Action|Adventure|War|Western,4.528325338787374
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",Action|Comedy,4.528042428788144
Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),Documentary,4.527706103884235
"French Connection, The (1971)",Action|Crime|Thriller,4.527084766303939
Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,4.526705650774629
Daybreakers (2010),Action|Drama|Horror|Thriller,4.526488995796776
"Taking of Pelham One Two Three, The (1974)",Action|Crime,4.526444058401005
Brother (Brat) (1997),Crime|Drama,4.526121337250299
Caddyshack (1980),Comedy,4.526045293775176
Mesrine: Killer Instinct (L'instinct de mort) (2008),Action|Crime|Drama|Thriller,4.525833749220393
Prime Suspect (1991),Crime|Drama|Mystery|Thriller,4.525583035121816
"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller,4.525489173607018
Snake in the Eagle's Shadow (Se ying diu sau) (1978),Action|Comedy,4.5251113839677375
Cypher (2002),Action|Sci-Fi|Thriller,4.524847549551086
We Own the Night (2007),Crime|Drama,4.524585368098821
Constantine (2005),Action|Fantasy|Horror|Thriller,4.524335877779178
Salem's Lot (1979),Drama|Horror|Mystery|Thriller,4.524041209482925
Jiro Dreams of Sushi (2011),Documentary,4.524020096064426
Ben-Hur: A Tale of the Christ (1925),Adventure|Drama,4.523828152018339
RocknRolla (2008),Action|Crime,4.523723194447136
Paths of Glory (1957),Drama|War,4.52360453000443
"Kingdom II, The (Riget II) (1997)",Drama|Horror|Mystery,4.523422390865733
District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,4.523308495418901
Terkel in Trouble (Terkel i knibe) (2004),Animation|Comedy|Drama|Musical,4.521710409131035
Clear and Present Danger (1994),Action|Crime|Drama|Thriller,4.520390436620322
"Omen, The (1976)",Horror|Mystery|Thriller,4.520324934740765
"Vanishing, The (Spoorloos) (1988)",Drama|Thriller,4.519721572088621
"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller,4.518644693170796
Justice League: The Flashpoint Paradox (2013),Action|Adventure|Animation|Fantasy|Sci-Fi,4.5177726634977375
Touch of Evil (1958),Crime|Film-Noir|Thriller,4.517134227860955
Eddie Murphy Raw (1987),Comedy|Documentary,4.5167986860127325
"Running Man, The (1987)",Action|Sci-Fi,4.516545792726814
"Silent Partner, The (1978)",Crime|Drama|Thriller,4.514923253645598
"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,4.514860508046009
Silent Hill (2006),Fantasy|Horror|Thriller,4.514602098354998
"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,4.514367697788791
"Chinese Ghost Story, A (Sinnui yauwan) (1987)",Action|Fantasy|Horror|Romance,4.514345029518676
Riddick (2013),Action|Sci-Fi|Thriller|IMAX,4.514182314177639
Ben-Hur (1959),Action|Adventure|Drama,4.512060186973169
Babylon 5: Thirdspace (1998),Drama|Sci-Fi,4.511813419163367
Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô) (1955),Action|Adventure|Drama,4.510393827674384
Batman: Gotham Knight (2008),Action|Animation|Crime,4.5102983041126565
Animals are Beautiful People (1974),Comedy|Documentary,4.509944660175206
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance,4.508120929871026
"Flowers of War, The (Jin líng shí san chai) (2011)",Drama|War,4.506675919085842
Smokin' Aces (2006),Action|Crime|Drama|Thriller,4.506675813479058
Barbarians at the Gate (1993),Drama,4.506496631580122
Gettysburg (1993),Drama|War,4.506255509585638
Predestination (2014),Sci-Fi|Thriller,4.506004327691782
"Sorrow and the Pity, The (Le chagrin et la pitié) (1969)",Documentary|War,4.505918284662539
Let the Right One In (Låt den rätte komma in) (2008),Drama|Fantasy|Horror|Romance,4.505497544805622
Hot Shots! (1991),Action|Comedy|Romance|War,4.50503223856669
In Bruges (2008),Comedy|Crime|Drama|Thriller,4.504746978401895
"Red Badge of Courage, The (1951)",Drama|War,4.504511762430736
Prison Break: The Final Break (2009),Action|Drama|Thriller,4.5044439914688885
Lone Wolf and Cub: Baby Cart at the River Styx (Kozure Ôkami: Sanzu no kawa no ubaguruma) (1972),Action|Adventure,4.503907940367729
Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,4.503893862239
Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,4.503194183479617
"Fighter, The (2010)",Drama,4.502871217279262
Letters from Iwo Jima (2006),Drama|War,4.5028113263982625
No End in Sight (2007),Documentary,4.500936631375354
Bad Taste (1987),Comedy|Horror|Sci-Fi,4.500391056324885
"Nightmare on Elm Street, A (1984)",Horror|Thriller,4.499935419075439
Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller,4.499702783458252
Dragonslayer (1981),Action|Adventure|Fantasy,4.498431007984202
"Most Hated Family in America, The (2007)",Documentary,4.498317598356143
In the Line of Fire (1993),Action|Thriller,4.498198056143947
Traffic (Trafic) (1971),Comedy,4.497997847078418
Four Brothers (2005),Action|Crime|Drama,4.49704465862996
Flame and Citron (Flammen & Citronen) (2008),Action|Drama|War,4.4964896102974
Kon-Tiki (2012),Adventure|Documentary|Drama,4.496106854419289
Planet Terror (2007),Action|Horror|Sci-Fi,4.495390364043808
Point Blank (1967),Action|Crime|Drama|Thriller,4.495231715123092
Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,4.495055615560781
Dirty Work (1998),Comedy,4.49420833871916
Rumble Fish (1983),Drama,4.494172359865393
Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy,4.493573241708202
"Legend of Hell House, The (1973)",Horror|Thriller,4.492825926467598
Green Zone (2010),Action|Drama|Thriller|War,4.4926725835502905
"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,4.492532739258817
Three O'Clock High (1987),Comedy,4.49200993858826
Serenity (2005),Action|Adventure|Sci-Fi,4.491940760512533
Samurai Fiction (SF: Episode One) (1998),Action|Adventure|Comedy,4.491393361550664
Jonestown: The Life and Death of Peoples Temple (2006),Documentary,4.491367436503257
"Stoning of Soraya M., The (2008)",Crime|Drama,4.490741037228883
"Man Who Copied, The (Homem Que Copiava, O) (2003)",Comedy|Crime|Drama|Romance,4.4901795780632945
Feast (2005),Action|Comedy|Horror|Thriller,4.4897087721950495
"Hammer, The (2007)",Comedy,4.489102631648555
Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,4.48814098970932
Harry Brown (2009),Crime|Drama|Thriller,4.4866595019787905
Max Manus (2008),Action|Drama|War,4.486644616121128
Chef (2014),Comedy,4.486435856254374
"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance,4.485717560227503
My Name Is Nobody (Il Mio nome è Nessuno) (1973),Comedy|Western,4.485542926655546
Scum (1979),Crime|Drama,4.4855256492130575
Ice-Cold in Alex (1958),Adventure|Drama|War,4.485411954283978
Kick-Ass 2 (2013),Action|Comedy|Crime,4.484547311690778
American Sniper (2014),Action|War,4.48406026550415
BASEketball (1998),Comedy,4.483658794880316
It Might Get Loud (2008),Documentary,4.4833475333465636
Funeral in Berlin (1966),Action|Drama|Thriller,4.48262755480655
Spartan (2004),Thriller,4.481973729357926
"Searchers, The (1956)",Drama|Western,4.481429158444015
"Civil War, The (1990)",Documentary|War,4.48139050299662
Red (2010),Action|Comedy,4.48115098962783
"Gunfighter, The (1950)",Action|Western,4.480955864740336
Lifeforce (1985),Horror|Sci-Fi,4.480851176222162
"Drop, The (2014)",Crime|Drama|Thriller,4.480669075906947
Frenzy (1972),Thriller,4.480483565297169
Diamonds Are Forever (1971),Action|Adventure|Thriller,4.480225283086469
Heartbreak Ridge (1986),Action|War,4.480039210935649
"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,4.480008980850448
"Hustler, The (1961)",Drama,4.47993833805206
Sinister (2012),Horror|Thriller,4.479752751837577
Before Midnight (2013),Drama|Romance,4.479628257956476
Cinderella Man (2005),Drama|Romance,4.4791184618709945
Tupac: Resurrection (2003),Documentary,4.478543867026546
"Work of Director Michel Gondry, The (2003)",Comedy|Documentary,4.477505087780074
Much Ado About Nothing (2012),Comedy|Drama|Romance,4.477475917894935
"Comedians of Comedy, The (2005)",Comedy|Documentary,4.477312353404813
Assault on Precinct 13 (1976),Action|Thriller,4.476786203792914
"Ox-Bow Incident, The (1943)",Drama|Western,4.476458045249458
"Children of Huang Shi, The (2008)",Drama|War,4.476359659062895
Red Dragon (2002),Crime|Mystery|Thriller,4.476077252660297
Talking About Sex (1994),Comedy|Drama,4.47573675791768
Top Secret! (1984),Comedy,4.475382962960387
Nine Queens (Nueve reinas) (2000),Crime|Thriller,4.4752922419474945
David Cross: Bigger & Blackerer (2010),Comedy|Documentary,4.475188847392351
Batman Beyond: Return of the Joker (2000),Action|Animation|Crime|Sci-Fi|Thriller,4.474736239164925
Justice League: War (2014),Action|Adventure|Animation|Fantasy|Sci-Fi,4.474698686813932
loudQUIETloud: A Film About the Pixies (2006),Documentary,4.474656273372427
"Right Stuff, The (1983)",Drama,4.474577797942843
Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,4.473925255041954
"Guard, The (2011)",Comedy|Crime,4.473850774348863
Doomsday (2008),Action|Drama|Sci-Fi|Thriller,4.4733609279216555
Game of Death (1978),Action,4.473061045963482
"Art of Flight, The (2011)",Adventure|Documentary,4.472973421426664
Chopper (2000),Drama|Thriller,4.4728459648273375
Gang Related (1997),Crime,4.472244172422274
Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy,4.47145476877674
Chronicle (2012),Action|Sci-Fi|Thriller,4.47109624372933
Thunderbolt and Lightfoot (1974),Action,4.470953743981552
From Hell (2001),Crime|Horror|Mystery|Thriller,4.470567402353856
Garbage Warrior (2007),Documentary,4.470549626313737
Colossus: The Forbin Project (1970),Sci-Fi|Thriller,4.470282553173121
One Flew Over the Cuckoo's Nest (1975),Drama,4.470192124829911
"Big Bang Theory, The (2007-)",Comedy,4.4701312254230245
Mutiny on the Bounty (1962),Adventure|Drama|Romance,4.469975320619798
Bullitt (1968),Action|Crime|Drama|Thriller,4.46978929574919
Rob Roy (1995),Action|Drama|Romance|War,4.4679242239872154
Desperado (1995),Action|Romance|Western,4.467868202586872
"New Leaf, A (1971)",Comedy|Romance,4.466972446848584
"Next Three Days, The (2010)",Crime|Drama|Romance|Thriller,4.466623412382245
Sydney (Hard Eight) (1996),Crime|Drama|Thriller,4.466548317143605
Dingo (1991),Drama,4.466154491750111
"Killing, The (1956)",Crime|Film-Noir,4.465269910703848
God Bless America (2011),Comedy|Drama,4.465146540407362
Lawless (2012),Crime|Drama,4.465104805610341
Shattered (1991),Mystery|Thriller,4.464796460343598
"Das Experiment (Experiment, The) (2001)",Drama|Thriller,4.464545162757538
Waco: The Rules of Engagement (1997),Documentary,4.464258351196246
Glory (1989),Drama|War,4.463729529210761
The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy,4.463638408412997
Heimat - A Chronicle of Germany (Heimat - Eine deutsche Chronik) (1984),Drama,4.463390091108689
Dylan Moran Live: What It Is (2009),Comedy,4.4630455750634965
Faster (2010),Action|Crime|Drama,4.462606013159854
"Evening with Kevin Smith 2: Evening Harder, An (2006)",Comedy|Documentary,4.462179818813739
God of Cookery (Sik san) (1996),Comedy,4.461972303144779
Used Cars (1980),Comedy,4.461551532559012
Thirteen Days (2000),Drama|Thriller|War,4.461383503509242
Barry Lyndon (1975),Drama|Romance|War,4.461129479484182
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,4.460955496529347
"Bon Cop, Bad Cop (2006)",Action|Comedy|Crime|Thriller,4.460792343647258
Harold & Kumar Escape from Guantanamo Bay (2008),Adventure|Comedy,4.460716121394733
We're the Millers (2013),Comedy|Crime,4.46066520443012
"Masque of the Red Death, The (1964)",Horror,4.460212277587939
5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),Animation|Drama|Romance,4.45960761146607
Schindler's List (1993),Drama|War,4.459455608955829
Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,4.459403844670599
"Queen of Versailles, The (2012)",Documentary,4.4593569161851825
Westworld (1973),Action|Sci-Fi|Thriller|Western,4.4581930862278405
"To Have, or Not (En avoir (ou pas)) (1995)",Drama,4.458127030923356
Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,4.4579919537302
Bad Lieutenant (1992),Crime|Drama,4.457785550635287
3 Idiots (2009),Comedy|Drama|Romance,4.457573676660647
Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,4.4575382667404115
Hellraiser (1987),Horror,4.456996353537185
"Sting, The (1973)",Comedy|Crime,4.456982249296489
12 Years a Slave (2013),Drama,4.45680043753533
"Harder They Come, The (1973)",Action|Crime|Drama,4.456587552061599
Police Story (Ging chaat goo si) (1985),Action|Comedy|Crime|Thriller,4.4563862330394235
Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,4.456132170966642
Redline (2009),Action|Animation|Sci-Fi,4.4550940946546245
"War Zone, The (1999)",Drama|Thriller,4.454209835342077
Religulous (2008),Comedy|Documentary,4.4533064067744625
Night and Fog (Nuit et brouillard) (1955),Crime|Documentary|War,4.452896989017403
TPB AFK: The Pirate Bay Away from Keyboard (2013),Documentary,4.4528444005528245
"Prophet, A (Un Prophète) (2009)",Crime|Drama,4.452573663787206
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama,4.452427915441202
"Quiet Earth, The (1985)",Drama|Mystery|Sci-Fi,4.452221642947654
Primer (2004),Drama|Sci-Fi,4.452127714770629
Deep Cover (1992),Action|Crime|Thriller,4.451724698285894
"Andromeda Strain, The (1971)",Mystery|Sci-Fi,4.451270583612039
Edge of Darkness (2010),Drama|Thriller,4.451177349328632
Kickboxer (1989),Action,4.451087630886894
Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,4.450544853357671
Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,4.450423417414785
Sexmission (Seksmisja) (1984),Adventure|Comedy|Sci-Fi,4.450338546563389
Undisputed II: Last Man Standing (2006),Action|Crime|Drama,4.450288018709785
"Method, The (Método, El) (2005)",Drama,4.450162902926188
Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,4.44975886683411
Point Blank (À bout portant) (2010),Action|Crime|Thriller,4.449341523896779
Intact (Intacto) (2001),Thriller,4.449219791157111
I.O.U.S.A. (a.k.a. IOUSA) (2008),Documentary,4.449023427110298
Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,4.448743771566738
Metal: A Headbanger's Journey (2005),Documentary,4.448671473795429
"Night of the Generals, The (1967)",Crime|Drama|Mystery|Thriller|War,4.448285515456922
Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama,4.4470789954547865
Justice League: Crisis on Two Earths (2010),Action|Animation|Sci-Fi,4.44703754516549
Mongol (2007),Drama|War,4.447013482042895
Con Air (1997),Action|Adventure|Thriller,4.447003107169033
Gunfight at the O.K. Corral (1957),Western,4.446837793618215
"Ghost Writer, The (2010)",Drama|Mystery|Thriller,4.445962119223384
Black Rain (1989),Action|Crime|Drama,4.445686027340744
"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",Drama|Horror|Sci-Fi,4.445292235571019
Crackerjack (2002),Comedy,4.444691959903141
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),Crime|Drama|Thriller,4.44445531778778
On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,4.444054890530907
White Heat (1949),Crime|Drama|Film-Noir,4.4439176989290665
No Direction Home: Bob Dylan (2005),Documentary,4.443651182571895
Dobermann (1997),Action|Crime,4.442727853440283
Little Dieter Needs to Fly (1997),Documentary,4.442117044441918
"Lost World, The (1925)",Adventure|Sci-Fi,4.4417483548551555
Convoy (1978),Action|Comedy|Drama,4.440533291464026
Wild China (2008),Documentary,4.440505769426377
"Island, The (2005)",Action|Sci-Fi|Thriller,4.4400927156370615
Red 2 (2013),Action|Comedy|Crime|Thriller,4.4396608461531955
Harrison's Flowers (2000),Drama,4.439592640347993
"Bank Job, The (2008)",Action|Crime|Thriller,4.439150309323514
Stalag 17 (1953),Drama|War,4.439021813899227
"Walk Among the Tombstones, A (2014)",Action|Crime|Mystery|Thriller,4.438480412081313
Triangle (2009),Drama|Horror|Mystery|Thriller,4.438061983620865
Diggstown (1992),Drama,4.437711897563931
"Pillars of the Earth, The (2010)",Drama|Romance|Thriller,4.437591680942571
Trailer Park Boys: The Movie (2006),Comedy|Crime,4.437286023175425
"Yes Men Fix the World, The (2009)",Documentary,4.436658157120409
Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller,4.436339880061419
Recount (2008),Drama,4.436176463536391
Saints and Soldiers (2003),Action|Adventure|Drama|War,4.436109145031946
True Grit (1969),Adventure|Drama|Western,4.436102237663901
Scent of a Woman (Profumo di donna) (1974),Comedy|Drama,4.4360981926137235
Hanna (2011),Action|Adventure|Mystery|Thriller,4.436085056949679
Ariel (1988),Drama,4.435833095657994
Flickering Lights (Blinkende lygter) (2000),Action|Comedy|Crime,4.435801298502121
Perfume: The Story of a Murderer (2006),Crime|Drama|Thriller,4.435636912702343
Bill Burr: I'm Sorry You Feel That Way (2014),Comedy,4.43550095919495
Jason and the Argonauts (1963),Action|Adventure|Fantasy,4.435486126175375
Near Dark (1987),Horror|Western,4.434665254056409
