title,genres,predicted_rating
"Assassination of Jesse James by the Coward Robert Ford, The (2007)",Crime|Drama|Western,0.880025261
Let the Right One In (Låt den rätte komma in) (2008),Drama|Fantasy|Horror|Romance,0.876158309
Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,0.875772871
Tears of the Sun (2003),Action|Drama|Thriller,0.875627176
Final Destination 2 (2003),Horror|Thriller,0.875508201
"Ugly Truth, The (2009)",Comedy|Drama|Romance,0.875131515
"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance,0.872632876
Lars and the Real Girl (2007),Comedy|Drama,0.871028662
"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",Adventure|Children|Fantasy,0.869425507
Broken Arrow (1996),Action|Adventure|Thriller,0.868639519
Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,0.867125083
Love and Other Drugs (2010),Comedy|Drama|Romance,0.866678685
Attack the Block (2011),Action|Comedy|Sci-Fi,0.865848283
First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,0.863537037
Sahara (2005),Action|Adventure|Comedy,0.860539709
Hero (Ying xiong) (2002),Action|Adventure|Drama,0.859080664
Oz the Great and Powerful (2013),Action|Adventure|Fantasy|IMAX,0.856030806
Lone Survivor (2013),Action|Drama|Thriller|War,0.855911694
Nick and Norah's Infinite Playlist (2008),Comedy|Drama|Romance,0.855605647
Rush Hour 3 (2007),Action|Comedy|Crime|Thriller,0.854877607
Analyze This (1999),Comedy,0.8545485
Be Kind Rewind (2008),Comedy,0.85336408
Almost Famous (2000),Drama,0.853173799
Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller,0.852526838
Elite Squad (Tropa de Elite) (2007),Action|Crime|Drama|Thriller,0.851333991
Crazy Heart (2009),Drama|Romance,0.849977205
Blue Jasmine (2013),Drama,0.845633336
"Inconvenient Truth, An (2006)",Documentary,0.845136995
Max Payne (2008),Action|Crime|Drama|Thriller,0.843714374
Never Let Me Go (2010),Drama|Romance|Sci-Fi,0.842442616
"Education, An (2009)",Drama|Romance,0.841733936
John Q (2002),Crime|Drama|Thriller,0.841080306
Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,0.840395958
Whip It (2009),Comedy|Drama,0.840019448
Melancholia (2011),Drama|Sci-Fi,0.835638849
Moulin Rouge (2001),Drama|Musical|Romance,0.835169118
Eraser (1996),Action|Drama|Thriller,0.828953215
Mystic River (2003),Crime|Drama|Mystery,0.826132011
"Lovely Bones, The (2009)",Crime|Drama|Fantasy|Horror|Thriller,0.825384352
It's Kind of a Funny Story (2010),Comedy|Drama,0.824824136
Wall Street (1987),Drama,0.823916652
Atonement (2007),Drama|Romance|War,0.820358804
Ghost Town (2008),Comedy|Fantasy|Romance,0.820084406
Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,0.81829364
"Terminator, The (1984)",Action|Sci-Fi|Thriller,0.817568525
Deep Impact (1998),Drama|Sci-Fi|Thriller,0.81747805
Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,0.816878706
Battleship (2012),Action|Sci-Fi|Thriller|IMAX,0.81650812
Red Eye (2005),Horror|Thriller,0.815582714
"Hunt, The (Jagten) (2012)",Drama,0.815288885
Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller,0.815240536
Secondhand Lions (2003),Children|Comedy|Drama,0.814628074
Rocky II (1979),Action|Drama,0.813357066
Buried (2010),Mystery|Thriller,0.812189494
Dark Shadows (2012),Comedy|Horror|IMAX,0.811576377
Mortal Kombat (1995),Action|Adventure|Fantasy,0.811537242
Field of Dreams (1989),Children|Drama|Fantasy,0.808552588
"Way, Way Back, The (2013)",Comedy|Drama,0.808258442
Flags of Our Fathers (2006),Drama|War,0.808120708
Mamma Mia! (2008),Comedy|Musical|Romance,0.806630167
Patch Adams (1998),Comedy|Drama,0.806539646
Repo Men (2010),Action|Sci-Fi|Thriller,0.804992161
Taxi Driver (1976),Crime|Drama|Thriller,0.804789586
"Serious Man, A (2009)",Comedy|Drama,0.80316777
Bridge to Terabithia (2007),Adventure|Children|Fantasy,0.801614556
Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,0.801398249
Kindergarten Cop (1990),Action|Comedy|Crime|Thriller,0.800920023
Robot & Frank (2012),Comedy|Drama|Sci-Fi,0.800069843
Cliffhanger (1993),Action|Adventure|Thriller,0.799762811
Dead Poets Society (1989),Drama,0.798010367
Scream 2 (1997),Comedy|Horror|Mystery|Thriller,0.797811619
She's Out of My League (2010),Comedy,0.797289868
Youth in Revolt (2009),Comedy|Drama|Romance,0.797003231
Gangster Squad (2013),Action|Crime|Drama,0.79696929
Scent of a Woman (1992),Drama,0.796389207
Red 2 (2013),Action|Comedy|Crime|Thriller,0.795823948
Spy Kids (2001),Action|Adventure|Children|Comedy,0.79476467
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,0.794349349
Holes (2003),Adventure|Children|Comedy|Mystery,0.793211293
Batman Returns (1992),Action|Crime,0.792508441
Syriana (2005),Drama|Thriller,0.792161907
Hidalgo (2004),Adventure|Drama,0.790113414
What Happens in Vegas... (2008),Comedy|Romance,0.788145123
"Replacements, The (2000)",Comedy,0.787553269
I Love You Phillip Morris (2009),Comedy|Drama|Romance,0.785556978
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),Action|Crime|Drama,0.784800645
"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,0.784612673
Fahrenheit 9/11 (2004),Documentary,0.784273473
Beasts of the Southern Wild (2012),Drama|Fantasy,0.783655565
Kung Fu Hustle (Gong fu) (2004),Action|Comedy,0.783080228
30 Days of Night (2007),Horror|Thriller,0.78115472
Religulous (2008),Comedy|Documentary,0.780086028
Jackass Number Two (2006),Comedy|Documentary,0.778798385
Australia (2008),Adventure|Drama|War|Western,0.778556175
Anchorman 2: The Legend Continues (2013),Comedy,0.776681426
Breach (2007),Drama|Thriller,0.77651634
"Fall, The (2006)",Adventure|Drama|Fantasy,0.77620556
Cool Runnings (1993),Comedy,0.77608368
Cellular (2004),Action|Crime|Drama|Mystery|Thriller,0.774552789
Mission to Mars (2000),Sci-Fi,0.772894521
Rocky IV (1985),Action|Drama,0.772409451
Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,0.770570091
I Am Sam (2001),Drama,0.769810479
Just Like Heaven (2005),Comedy|Fantasy|Romance,0.767561484
Unthinkable (2010),Drama|Thriller,0.766229988
North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,0.765179511
Silent Hill (2006),Fantasy|Horror|Thriller,0.764914023
Before Midnight (2013),Drama|Romance,0.763402785
Romeo Must Die (2000),Action|Crime|Romance|Thriller,0.763127329
Louis C.K.: Live at the Beacon Theater (2011),Comedy,0.760843893
Pleasantville (1998),Comedy|Drama|Fantasy,0.759903488
"Wedding Planner, The (2001)",Comedy|Romance,0.759772209
"Best Exotic Marigold Hotel, The (2011)",Comedy|Drama,0.759693569
Olympus Has Fallen (2013),Action|Thriller,0.758039938
Sicko (2007),Documentary|Drama,0.757385274
Being John Malkovich (1999),Comedy|Drama|Fantasy,0.756175829
"Good Shepherd, The (2006)",Drama|Thriller,0.755742947
"Mummy: Tomb of the Dragon Emperor, The (2008)",Action|Adventure|Fantasy|Thriller,0.755355732
Vertigo (1958),Drama|Mystery|Romance|Thriller,0.754461601
Insidious (2010),Fantasy|Horror|Thriller,0.752780333
Mr. Holland's Opus (1995),Drama,0.752693059
Death at a Funeral (2007),Comedy,0.752638521
Shame (2011),Drama,0.751706068
Boiler Room (2000),Crime|Drama|Thriller,0.75136984
White House Down (2013),Action|Drama|Thriller|IMAX,0.750601054
What Lies Beneath (2000),Drama|Horror|Mystery,0.750162815
"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,0.749629939
Pride & Prejudice (2005),Drama|Romance,0.748174364
"Hangover Part III, The (2013)",Comedy,0.747836779
Hostel (2005),Horror,0.746804302
"Lake House, The (2006)",Drama|Fantasy|Romance,0.746739173
Dr. No (1962),Action|Adventure|Thriller,0.746677659
Immortals (2011),Action|Drama|Fantasy,0.746416806
Predestination (2014),Sci-Fi|Thriller,0.745560742
Little Miss Sunshine (2006),Adventure|Comedy|Drama,0.7453392
Go (1999),Comedy|Crime,0.744385985
Ferris Bueller's Day Off (1986),Comedy,0.743571119
Coming to America (1988),Comedy|Romance,0.740000245
Searching for Bobby Fischer (1993),Drama,0.737610215
Premium Rush (2012),Action|Thriller,0.736745278
"Guard, The (2011)",Comedy|Crime,0.736214906
Serendipity (2001),Comedy|Romance,0.736203126
Precious (2009),Drama,0.733965865
Battlestar Galactica: Razor (2007),Action|Drama|Sci-Fi|Thriller,0.733546963
Noah (2014),Adventure|Drama|IMAX,0.733181378
Perfume: The Story of a Murderer (2006),Crime|Drama|Thriller,0.732314568
Chef (2014),Comedy,0.7317543
300: Rise of an Empire (2014),Action|Drama|War|IMAX,0.730857076
Transcendence (2014),Drama|Sci-Fi|IMAX,0.730553385
Headhunters (Hodejegerne) (2011),Action|Crime|Thriller,0.730520188
Traitor (2008),Crime|Drama|Thriller,0.729790822
Finding Neverland (2004),Drama,0.728575996
Music and Lyrics (2007),Comedy|Romance,0.727205649
"Phantom of the Opera, The (2004)",Drama|Musical|Romance,0.727074881
Flushed Away (2006),Animation|Comedy,0.725573201
Doom (2005),Action|Horror|Sci-Fi,0.725269256
City of Ember (2008),Adventure|Children|Sci-Fi,0.724589668
Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller,0.724089859
ParaNorman (2012),Adventure|Animation|Comedy,0.72378549
"Cell, The (2000)",Drama|Horror|Thriller,0.723707377
Louis C.K.: Shameless (2007),Comedy,0.722625944
"Descent, The (2005)",Adventure|Drama|Horror|Thriller,0.722530133
Sling Blade (1996),Drama,0.722332107
Hard Candy (2005),Drama|Thriller,0.722316316
Lawless (2012),Crime|Drama,0.720100514
Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi,0.720048257
"Master, The (2012)",Drama,0.71983408
Futurama: Bender's Big Score (2007),Animation|Comedy|Sci-Fi,0.719555421
Bridget Jones's Diary (2001),Comedy|Drama|Romance,0.719293742
My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance,0.717906336
Philomena (2013),Comedy|Drama,0.717760239
Just Go with It (2011),Comedy|Romance,0.717513735
"Lone Ranger, The (2013)",Action|Adventure|Western|IMAX,0.716877885
Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,0.71608229
Journey to the Center of the Earth (2008),Action|Adventure|Sci-Fi,0.715768967
From Paris with Love (2010),Action|Crime,0.715129648
Match Point (2005),Crime|Drama|Romance,0.713202993
Vertical Limit (2000),Action|Adventure,0.713145546
Inside Llewyn Davis (2013),Drama,0.712931997
Rise of the Guardians (2012),Adventure|Animation|Fantasy|IMAX,0.712508339
Louis C.K.: Chewed Up (2008),Comedy,0.710325216
"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,0.70970274
We Bought a Zoo (2011),Comedy|Drama,0.708897234
"Impossible, The (Imposible, Lo) (2012)",Drama|Thriller,0.708020788
101 Dalmatians (1996),Adventure|Children|Comedy,0.707588253
Mary and Max (2009),Animation|Comedy|Drama,0.707462587
House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance,0.707384651
Tenacious D in The Pick of Destiny (2006),Adventure|Comedy|Musical,0.707041488
John Wick (2014),Action|Thriller,0.706331986
"Campaign, The (2012)",Comedy,0.705539201
"Core, The (2003)",Action|Drama|Sci-Fi|Thriller,0.704857074
Bend It Like Beckham (2002),Comedy|Drama|Romance,0.703888434
Friday (1995),Comedy,0.70245651
Neighbors (2014),Comedy,0.701289056
Addams Family Values (1993),Children|Comedy|Fantasy,0.701027455
Bewitched (2005),Comedy|Fantasy|Romance,0.700628999
"Guardian, The (2006)",Action|Adventure|Drama,0.700524462
From Russia with Love (1963),Action|Adventure|Thriller,0.70032715
The Fault in Our Stars (2014),Drama|Romance,0.699322891
Full Metal Jacket (1987),Drama|War,0.699151379
"Heat, The (2013)",Action|Comedy|Crime,0.698500817
Notting Hill (1999),Comedy|Romance,0.697435472
Rescue Dawn (2006),Action|Adventure|Drama|War,0.696875681
District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,0.696400068
Hercules (1997),Adventure|Animation|Children|Comedy|Musical,0.696190545
"Spiderwick Chronicles, The (2008)",Adventure|Children|Drama|Fantasy|IMAX,0.695336678
Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,0.69521923
Major League (1989),Comedy,0.693568708
War Horse (2011),Drama|War,0.692768501
Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,0.692713691
Ninja Assassin (2009),Action|Crime|Drama|Thriller,0.692489829
"Rookie, The (2002)",Drama,0.691589889
Sky High (2005),Action|Adventure|Children|Comedy,0.689973174
Riddick (2013),Action|Sci-Fi|Thriller|IMAX,0.689044235
Sex Drive (2008),Comedy,0.68895403
Run Fatboy Run (2007),Comedy|Romance,0.687387206
Crumb (1994),Documentary,0.687269352
"Equalizer, The (2014)",Action|Crime|Thriller,0.686629127
Abraham Lincoln: Vampire Hunter (2012),Action|Fantasy|Horror|Thriller,0.685300409
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,0.685160999
"You, Me and Dupree (2006)",Comedy,0.684462203
"Manchurian Candidate, The (1962)",Crime|Thriller|War,0.684009993
Gothika (2003),Horror|Thriller,0.683894606
Rocky III (1982),Action|Drama,0.683767388
In the Loop (2009),Comedy,0.683677604
This Means War (2012),Action|Comedy|Romance,0.683500798
Wild Hogs (2007),Adventure|Comedy,0.682873734
Big Fish (2003),Drama|Fantasy|Romance,0.681155123
William Shakespeare's Romeo + Juliet (1996),Drama|Romance,0.681137216
Splice (2009),Horror|Sci-Fi|Thriller,0.680172934
RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,0.678966894
The Interview (2014),Action|Comedy,0.678962108
Save the Last Dance (2001),Drama|Romance,0.678399199
South Park: Imaginationland (2008),Animation|Comedy|Fantasy,0.678166406
"Good Day to Die Hard, A (2013)",Action|Crime|Thriller|IMAX,0.67769913
"Walk to Remember, A (2002)",Drama|Romance,0.676694793
Reign Over Me (2007),Drama,0.676284982
Fargo (1996),Comedy|Crime|Drama|Thriller,0.676055629
Killer Elite (2011),Action|Thriller,0.674944955
Robin Hood: Prince of Thieves (1991),Adventure|Drama,0.674897843
"X-Files: I Want to Believe, The (2008)",Drama|Mystery|Sci-Fi|Thriller,0.673528274
Wall Street: Money Never Sleeps (2010),Drama,0.672060112
Bedtime Stories (2008),Adventure|Children|Comedy,0.671394607
"Food, Inc. (2008)",Documentary,0.671391429
"Batman: The Dark Knight Returns, Part 2 (2013)",Action|Animation,0.671305072
Bulletproof Monk (2003),Action|Adventure|Sci-Fi,0.66749109
Jaws (1975),Action|Horror,0.667156523
Ip Man 2 (2010),Action,0.664865914
"Internship, The (2013)",Comedy,0.664853138
"Losers, The (2010)",Action|Adventure|Drama|Mystery|Thriller,0.664711007
American Reunion (American Pie 4) (2012),Comedy,0.66379883
Edge of Darkness (2010),Drama|Thriller,0.66363432
Kingpin (1996),Comedy,0.663024695
Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller,0.662832595
Hairspray (2007),Comedy|Drama|Musical,0.662175402
"Interpreter, The (2005)",Drama|Thriller,0.661426247
Nebraska (2013),Adventure|Drama,0.661395623
Futurama: Bender's Game (2008),Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,0.660597131
Four Lions (2010),Comedy|Drama,0.658569475
Year One (2009),Adventure|Comedy,0.65829529
Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy,0.658028152
Hot Shots! (1991),Action|Comedy|Romance|War,0.656770381
Ruby Sparks (2012),Comedy|Fantasy|Romance,0.656135121
Futurama: The Beast with a Billion Backs (2008),Action|Animation|Comedy|Romance|Sci-Fi,0.656110001
"Hurricane, The (1999)",Drama,0.65593133
Raging Bull (1980),Drama,0.655929911
Nutty Professor II: The Klumps (2000),Comedy,0.654592192
Cars 2 (2011),Adventure|Animation|Children|Comedy|IMAX,0.654306071
"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,0.653738341
Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,0.653731084
Ransom (1996),Crime|Thriller,0.653629318
"Bounty Hunter, The (2010)",Action|Comedy|Romance,0.653391083
Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,0.651796518
Cold Mountain (2003),Drama|Romance|War,0.649816426
Cashback (2006),Comedy|Drama|Romance,0.649745795
"Lookout, The (2007)",Crime|Drama|Thriller,0.649025576
Any Given Sunday (1999),Drama,0.648905389
Miami Vice (2006),Action|Crime|Drama|Thriller,0.647537102
Halloween (1978),Horror,0.647440476
Final Destination 3 (2006),Horror|Mystery|Thriller,0.646782698
Babylon A.D. (2008),Action|Adventure|Sci-Fi|Thriller,0.646553943
Searching for Sugar Man (2012),Documentary,0.646497198
Felon (2008),Crime|Drama,0.645651079
Grease (1978),Comedy|Musical|Romance,0.644625931
Black Mirror (2011),Drama|Sci-Fi,0.644546036
Water for Elephants (2011),Drama|Romance,0.643964674
Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,0.643587818
Jiro Dreams of Sushi (2011),Documentary,0.643266927
Charlie Bartlett (2007),Comedy|Drama,0.642463487
"Debt, The (2011)",Drama|Thriller,0.641350242
"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,0.641219757
"Last Airbender, The (2010)",Action|Adventure|Fantasy,0.641185688
"Christmas Story, A (1983)",Children|Comedy,0.641056595
Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,0.640741331
Orange County (2002),Comedy,0.640036453
Futurama: Into the Wild Green Yonder (2009),Action|Animation|Comedy|Sci-Fi,0.637343561
Final Fantasy VII: Advent Children (2004),Action|Adventure|Animation|Fantasy|Sci-Fi,0.637307675
United 93 (2006),Crime|Drama,0.635796563
Father of the Bride Part II (1995),Comedy,0.635517166
Across the Universe (2007),Drama|Fantasy|Musical|Romance,0.635164902
Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,0.635139426
Shaft (2000),Action|Crime|Thriller,0.635074714
Seeking a Friend for the End of the World (2012),Comedy|Drama|Romance,0.634722951
Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,0.634693344
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,0.632466265
"Monuments Men, The (2014)",Action|Drama|War,0.632296527
Monsters (2010),Drama|Sci-Fi,0.630860023
Take Shelter (2011),Drama,0.628434247
Jackass 3D (2010),Action|Comedy|Documentary,0.627898706
It's Complicated (2009),Comedy|Romance,0.627343853
Escape Plan (2013),Action|Mystery|Thriller,0.626848235
Another Earth (2011),Drama|Romance|Sci-Fi,0.625320813
We Need to Talk About Kevin (2011),Drama|Thriller,0.625183326
"Life of David Gale, The (2003)",Crime|Drama|Thriller,0.62515449
Priest (2011),Action|Horror|Sci-Fi|Thriller,0.624844508
Catwoman (2004),Action|Crime|Fantasy,0.624262525
To Kill a Mockingbird (1962),Drama,0.624200848
How the Grinch Stole Christmas! (1966),Animation|Comedy|Fantasy|Musical,0.624182942
"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,0.623896799
2 Guns (2013),Action|Comedy|Crime,0.622225588
Wrath of the Titans (2012),Action|Adventure|Fantasy|IMAX,0.621690167
30 Minutes or Less (2011),Action|Comedy|Crime,0.621254378
Free Willy (1993),Adventure|Children|Drama,0.619377458
You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller,0.619305346
Planet of the Apes (1968),Action|Drama|Sci-Fi,0.618814047
Exam (2009),Mystery|Thriller,0.618575649
[REC] (2007),Drama|Horror|Thriller,0.617088977
2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,0.616951082
42 (2013),Drama,0.616231703
Bicentennial Man (1999),Drama|Romance|Sci-Fi,0.616155487
Hall Pass (2011),Comedy,0.614579893
Sex and the City (2008),Comedy|Romance,0.614211892
"Tuxedo, The (2002)",Action|Comedy,0.612875203
Hereafter (2010),Drama|Fantasy,0.61183841
"Last Castle, The (2001)",Action,0.611742512
Thirteen Days (2000),Drama|Thriller|War,0.611294534
Our Idiot Brother (2011),Comedy,0.61119143
"Croods, The (2013)",Adventure|Animation|Comedy,0.610594493
Red Planet (2000),Action|Sci-Fi|Thriller,0.610502311
Haywire (2011),Action|Thriller,0.610000627
Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX,0.608035047
"Jacket, The (2005)",Drama|Mystery|Sci-Fi|Thriller,0.607652879
Brothers (2009),Drama|Thriller|War,0.606907882
Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,0.606716658
BASEketball (1998),Comedy,0.606642113
She's All That (1999),Comedy|Romance,0.60653981
Two Weeks Notice (2002),Comedy|Romance,0.606379288
Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller,0.605391109
Something's Gotta Give (2003),Comedy|Drama|Romance,0.605290315
Super (2010),Action|Comedy|Drama,0.605026797
Harry Brown (2009),Crime|Drama|Thriller,0.604384174
Matilda (1996),Children|Comedy|Fantasy,0.603422694
"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,0.602189182
"Orphanage, The (Orfanato, El) (2007)",Drama|Horror|Mystery|Thriller,0.602173619
"Skeleton Key, The (2005)",Drama|Horror|Mystery|Thriller,0.60166512
"Sentinel, The (2006)",Crime|Drama|Thriller,0.601046452
Jack Ryan: Shadow Recruit (2014),Action|Drama|Thriller|IMAX,0.600646106
She's the Man (2006),Comedy|Romance,0.600611097
Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,0.600470389
Legend of the Guardians: The Owls of Ga'Hoole (2010),Adventure|Animation|Fantasy|IMAX,0.600407819
Dragonheart (1996),Action|Adventure|Fantasy,0.599986224
Hansel & Gretel: Witch Hunters (2013),Action|Fantasy|Horror|IMAX,0.599708881
"Change-Up, The (2011)",Comedy,0.598793993
"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,0.598476703
Bowfinger (1999),Comedy,0.597379074
Beginners (2010),Drama,0.597077048
Lady in the Water (2006),Drama|Fantasy|Mystery,0.596958954
Kung Fu Panda: Secrets of the Furious Five (2008),Action|Animation|Children|Comedy,0.596904047
Half Baked (1998),Comedy,0.595398927
August Rush (2007),Drama|Musical,0.595127904
WarGames (1983),Drama|Sci-Fi|Thriller,0.594292598
Cube (1997),Horror|Mystery|Sci-Fi|Thriller,0.593784481
Wayne's World 2 (1993),Comedy,0.593593863
We Are Marshall (2006),Drama,0.593453871
Couples Retreat (2009),Comedy|Romance,0.593332092
"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary,0.592695321
Before the Devil Knows You're Dead (2007),Crime|Drama|Thriller,0.592561455
Hot Shots! Part Deux (1993),Action|Comedy|War,0.592036615
Paul Blart: Mall Cop (2009),Action|Comedy|Crime,0.591921747
"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance,0.591135074
"League of Their Own, A (1992)",Comedy|Drama,0.590172605
Monster House (2006),Animation|Children|Fantasy|Mystery,0.590122678
Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,0.588133572
Your Highness (2011),Action|Adventure|Comedy|Fantasy,0.588008201
"Time to Kill, A (1996)",Drama|Thriller,0.587310232
American Sniper (2014),Action|War,0.586377588
Stuart Little (1999),Children|Comedy|Fantasy,0.585731685
Demolition Man (1993),Action|Adventure|Sci-Fi,0.584334182
Payback (1999),Action|Thriller,0.584182015
Street Kings (2008),Crime|Drama|Thriller,0.584127539
"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller,0.583830764
Just Friends (2005),Comedy|Romance,0.583687096
Kate & Leopold (2001),Comedy|Romance,0.583649666
Valentine's Day (2010),Comedy|Romance,0.582880457
Mystery Men (1999),Action|Comedy|Fantasy,0.582315341
Duplicity (2009),Crime|Romance|Thriller,0.581738467
Closer (2004),Drama|Romance,0.578156796
Young Adult (2011),Comedy|Drama,0.578079225
Windtalkers (2002),Action|Drama|War,0.577160907
Requiem for a Dream (2000),Drama,0.576669462
Firewall (2006),Crime|Drama|Thriller,0.576375468
Never Been Kissed (1999),Comedy|Romance,0.575999974
Animal Kingdom (2010),Crime|Drama,0.574699151
Revolutionary Road (2008),Drama|Romance,0.574091889
"Day of the Doctor, The (2013)",Adventure|Drama|Sci-Fi,0.573091648
Surf's Up (2007),Animation|Children|Comedy,0.572150364
Diamonds Are Forever (1971),Action|Adventure|Thriller,0.571974584
In the Valley of Elah (2007),Drama|Mystery,0.571052099
Along Came a Spider (2001),Action|Crime|Mystery|Thriller,0.570342201
"Legally Blonde 2: Red, White & Blonde (2003)",Comedy,0.569515291
"World's Fastest Indian, The (2005)",Drama,0.56831535
Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller,0.567169023
Jackie Brown (1997),Crime|Drama|Thriller,0.566752115
"Separation, A (Jodaeiye Nader az Simin) (2011)",Drama,0.566716706
Hotel Transylvania (2012),Animation|Children|Comedy,0.56670552
Little Fockers (2010),Comedy,0.565988325
Pain & Gain (2013),Action|Comedy|Crime,0.565824322
Temple Grandin (2010),Drama,0.565786799
"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,0.564805515
Rear Window (1954),Mystery|Thriller,0.564161153
Magic Mike (2012),Drama|Romance,0.561723186
"Last Stand, The (2013)",Action|Crime|Thriller,0.561010531
Transformers: Age of Extinction (2014),Action|Adventure|Sci-Fi,0.560959439
Sunshine Cleaning (2008),Comedy|Drama,0.560451627
"Hot Chick, The (2002)",Comedy,0.560386237
This Is 40 (2012),Drama,0.56002603
"Flintstones, The (1994)",Children|Comedy|Fantasy,0.559851393
Jack the Giant Slayer (2013),Adventure|Fantasy|IMAX,0.559615101
Batman: Under the Red Hood (2010),Action|Animation,0.55786586
"Mexican, The (2001)",Action|Comedy,0.557129567
Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,0.556108905
It's a Wonderful Life (1946),Drama|Fantasy|Romance,0.555639178
Analyze That (2002),Comedy|Crime,0.555431969
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama,0.555154073
"Skin I Live In, The (La piel que habito) (2011)",Drama,0.554974458
Secretariat (2010),Adventure|Drama,0.553845321
Hannibal Rising (2007),Drama|Horror|Thriller,0.552981436
Morning Glory (2010),Comedy|Drama|Romance,0.552835988
Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,0.552833471
Orphan (2009),Drama|Horror|Mystery|Thriller,0.552546492
Alpha Dog (2007),Crime|Drama,0.551066975
Away We Go (2009),Comedy|Drama|Romance,0.549952769
"Jeff, Who Lives at Home (2012)",Comedy|Drama,0.548365714
Killing Them Softly (2012),Crime|Drama|Thriller,0.54820253
Philadelphia (1993),Drama,0.547938713
"Box, The (2009)",Drama|Horror|Mystery|Sci-Fi|Thriller,0.547657462
Ladder 49 (2004),Action|Drama|Thriller,0.547440523
Wild Things (1998),Crime|Drama|Mystery|Thriller,0.547435086
Submarine (2010),Comedy|Drama|Romance,0.547250977
"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama,0.547160344
Carnage (2011),Comedy|Drama,0.546473185
Zathura (2005),Action|Adventure|Children|Fantasy,0.546241944
American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy,0.546032109
Lone Star (1996),Drama|Mystery|Western,0.545812244
